hora,estado,linea,loading_pct,I_A,P_bus1_MW,clave,cumple,ldf_ok
09:00,CON_SSFV,5294,2.1650,5.2160,0.078656,0,1,1
09:00,CON_SSFV,5295,2.1655,5.2177,0.078653,0,1,1
09:00,CON_SSFV,5296,2.1660,5.2189,0.078651,0,1,1
09:00,CON_SSFV,5297,1.7146,4.1309,0.052083,0,1,1
09:00,CON_SSFV,5298,1.7152,4.1322,0.052081,0,1,1
09:00,CON_SSFV,5300,1.0547,2.5407,4.268658,0,1,1
09:00,CON_SSFV,5304,0.0005,0.0013,0.000011,0,1,1
09:00,CON_SSFV,5373,2.1668,5.2201,0.078648,0,1,1
09:00,CON_SSFV,714206,1.5623,2.4215,0.049786,0,1,1
09:00,CON_SSFV,714207,1.5302,2.3717,0.050910,0,1,1
09:00,CON_SSFV,714208,2.6611,4.1248,0.088539,0,1,1
09:00,CON_SSFV,714209,2.6611,4.1248,0.088539,0,1,1
09:00,CON_SSFV,714525,0.4041,0.9295,0.019921,0,1,1
09:00,CON_SSFV,717305,0.3992,0.6188,0.013281,0,1,1
09:00,CON_SSFV,717306,0.3992,0.6188,0.013281,0,1,1
09:00,CON_SSFV,720189,1.5083,2.3379,0.052035,0,1,1
09:00,CON_SSFV,720190,1.5083,2.3379,0.052035,0,1,1
09:00,CON_SSFV,720191,1.5083,2.3379,0.052035,0,1,1
09:00,CON_SSFV,720192,1.5302,2.3717,0.050910,0,1,1
09:00,CON_SSFV,720193,0.3992,0.6187,0.013281,0,1,1
09:00,CON_SSFV,720194,0.3992,0.6187,0.013281,0,1,1
09:00,CON_SSFV,725649,0.5988,0.9282,0.019921,0,1,1
09:00,CON_SSFV,725650,0.5988,0.9282,0.019921,0,1,1
09:00,CON_SSFV,725659,0.5988,0.9282,0.019921,0,1,1
09:00,CON_SSFV,725660,0.5988,0.9282,0.019921,0,1,1
09:00,CON_SSFV,741064,1.6324,2.5303,0.054231,0,1,1
09:00,CON_SSFV,764757,0.5987,0.9281,0.019921,0,1,1
09:00,CON_SSFV,764758,0.5987,0.9281,0.019921,0,1,1
09:00,CON_SSFV,764759,0.5987,0.9281,0.019921,0,1,1
09:00,CON_SSFV,764760,0.5987,0.9281,0.019921,0,1,1
09:00,CON_SSFV,791042,0.3999,0.6199,-0.013281,0,1,1
09:00,CON_SSFV,791043,0.3999,0.6199,0.013281,0,1,1
09:00,CON_SSFV,791044,0.3999,0.6199,0.013281,0,1,1
09:00,CON_SSFV,791045,0.3999,0.6199,0.013281,0,1,1
09:00,CON_SSFV,804306,14.5039,56.5651,1.192744,0,1,1
09:00,CON_SSFV,806799,0.5991,0.9286,0.019921,0,1,1
09:00,CON_SSFV,807671,1.7309,2.6830,-0.055496,1,1,1
09:00,CON_SSFV,807672,1.7309,2.6830,-0.055496,1,1,1
09:00,CON_SSFV,807673,1.7309,2.6830,-0.055497,1,1,1
09:00,CON_SSFV,807674,1.7309,2.6830,-0.055497,1,1,1
09:00,CON_SSFV,807675,1.7309,2.6830,-0.055497,1,1,1
09:00,CON_SSFV,812080,1.5991,2.4787,0.053124,0,1,1
09:00,CON_SSFV,812081,1.5991,2.4787,0.053124,0,1,1
09:00,CON_SSFV,812082,1.5991,2.4787,0.053124,0,1,1
09:00,CON_SSFV,812083,1.5991,2.4787,0.053123,0,1,1
09:00,CON_SSFV,825166,0.5329,0.8261,0.017708,0,1,1
09:00,CON_SSFV,825167,0.5329,0.8261,0.017708,0,1,1
09:00,CON_SSFV,828934,1.0553,2.5419,4.268245,0,1,1
09:00,CON_SSFV,828942,0.3850,0.9277,-0.019921,0,1,1
09:00,CON_SSFV,828945,0.0020,0.0049,0.000033,0,1,1
09:00,CON_SSFV,828948,0.0006,0.0015,0.000011,0,1,1
09:00,CON_SSFV,9137,0.2993,0.4639,-0.009961,0,1,1
09:00,CON_SSFV,9138,0.2993,0.4639,-0.009961,0,1,1
09:00,CON_SSFV,9139,0.0000,0.0000,0.000022,0,1,1
09:00,CON_SSFV,9140,0.0000,0.0000,0.000011,0,1,1
09:00,CON_SSFV,9141,0.2993,0.4639,-0.009961,0,1,1
09:00,CON_SSFV,9142,0.2993,0.4639,-0.009961,0,1,1
09:00,CON_SSFV,9143,0.5986,0.9278,-0.019921,0,1,1
09:00,CON_SSFV,9253,0.5985,0.9276,-0.019921,0,1,1
09:00,CON_SSFV,9254,0.5985,0.9276,0.019921,0,1,1
09:00,CON_SSFV,9256,0.5985,0.9276,0.019921,0,1,1
09:00,CON_SSFV,9257,0.5985,0.9276,0.019921,0,1,1
09:00,CON_SSFV,9258,0.5985,0.9276,0.019921,0,1,1
09:00,CON_SSFV,9264,0.3991,0.6185,-0.013281,0,1,1
09:00,CON_SSFV,9265,0.3991,0.6185,0.013281,0,1,1
09:00,CON_SSFV,9266,0.3991,0.6185,0.013281,0,1,1
09:00,CON_SSFV,9267,0.3991,0.6185,0.013281,0,1,1
09:00,CON_SSFV,9268,0.3991,0.6185,0.013281,0,1,1
09:00,CON_SSFV,9274,0.5991,0.9286,0.019921,0,1,1
09:00,CON_SSFV,9275,0.5991,0.9286,0.019921,0,1,1
